Prompt,IsFood,Cuisine Type,Cuisine Region,Dish Name
Can you make my Shrikhand with a side of roasted cashews for added richness?,Yes,Indian,West India ,Shrikhand
I'd like to order Chole Shrikhand with a sprinkle of edible silver leaf.,Yes,Indian,West India ,Shrikhand
"Can you make my Shrikhand with a mix of different fruits, like pineapple and pomegranate?",Yes,Indian,West India ,Shrikhand
Please make my Shrikhand with a side of saffron-infused syrup.,Yes,Indian,West India ,Shrikhand
Can you make my Shrikhand with a touch of cardamom essence for a strong aroma?,Yes,Indian,West India ,Shrikhand
I'd like to order Shrikhand with a sprinkle of chopped pistachios for added color.,Yes,Indian,West India ,Shrikhand
"Can you make my Shrikhand with a mix of different flavors, like rose and almond?",Yes,Indian,West India ,Shrikhand
Please make my Shrikhand with a side of caramelized sugar strands.,Yes,Indian,West India ,Shrikhand
"Can you make my Shrikhand with a variety of toppings, like chocolate shavings and dried cranberries?",Yes,Indian,West India ,Shrikhand
" Can I have a plate of Maggi, please?",Yes,Indian,General,Maggi
" I'd like to order Maggi, please.",Yes,Indian,General,Maggi
" May I have Maggi, please?",Yes,Indian,General,Maggi
. Can you bring me some Maggi?,Yes,Indian,General,Maggi
 I'm craving Maggi. Can you please bring me a plate?,Yes,Indian,General,Maggi
 I'd love to try your Maggi. Please bring me a serving.,Yes,Indian,General,Maggi
" One order of Maggi, please.",Yes,Indian,General,Maggi
" Can you make my Maggi extra cheesy, please?",Yes,Indian,General,Maggi
. I want to enjoy the authentic flavors of Chole Maggi. Please bring me a plate.,Yes,Indian,General,Maggi
 I'm in the mood for some Maggi. Please bring me a plate.,Yes,Indian,General,Maggi
" Please prepare my Maggi with a mix of vegetables, like carrots and peas.",Yes,Indian,General,Maggi
 Can you make my Maggi with a side of fried egg on top?,Yes,Indian,General,Maggi
 I'd like to order Maggi with a sprinkle of chili flakes for added spiciness.,Yes,Indian,General,Maggi
. Can you make my Maggi with a touch of soy sauce for an Asian twist?,Yes,Indian,General,Maggi
 I want to savor the flavors of Chole Maggi. Please bring me a plate.,Yes,Indian,General,Maggi
" Can I have Maggi without any added vegetables, please?",Yes,Indian,General,Maggi
 Please make my Maggi with a side of chopped onions and green chilies.,Yes,Indian,General,Maggi
 Can you make my Maggi with a dollop of ketchup for some tanginess?,Yes,Indian,General,Maggi
. I have dietary restrictions. Can you prepare a gluten-free version of Maggi?,Yes,Indian,General,Maggi
" Please make my Maggi with a variety of spices, like cumin and coriander.",Yes,Indian,General,Maggi
 Can you make my Maggi with a side of grated cheese for added richness?,Yes,Indian,General,Maggi
 I'd like to order Chole Maggi with a sprinkle of chopped coriander leaves.,Yes,Indian,General,Maggi
" Can you make my Maggi with a mix of different seasonings, like garlic powder and paprika?",Yes,Indian,General,Maggi
. Please make my Maggi with a side of chopped tomatoes and bell peppers.,Yes,Indian,General,Maggi
 Can you make my Maggi with a touch of hot sauce for some heat?,Yes,Indian,General,Maggi
 I'd like to order Maggi with a sprinkle of chaat masala for a unique flavor.,Yes,Indian,General,Maggi
 Can you make my Maggi with a side of crispy fried onions on top?,Yes,Indian,General,Maggi
 Please make my Maggi with a generous serving of Maggi masala.,Yes,Indian,General,Maggi
". Can you make my Maggi with a variety of vegetables, like mushrooms and spinach?",Yes,Indian,General,Maggi
 Please make my Maggi with a touch of butter for added creaminess.,Yes,Indian,General,Maggi
 Can you make my Maggi with a side of chopped cilantro for freshness?,Yes,Indian,General,Maggi
 I'd like to order Chole Maggi with a sprinkle of roasted peanuts for added crunch.,Yes,Indian,General,Maggi
" Can you make my Maggi with a mix of different sauces, like chili sauce and Worcestershire sauce?",Yes,Indian,General,Maggi
. Please make my Maggi with a side of pickled jalapenos for some tangy kick.,Yes,Indian,General,Maggi
 Can you make my Maggi with a touch of lemon juice for a citrusy flavor?,Yes,Indian,General,Maggi
 I'd like to order Maggi with a sprinkle of garam masala for a spicy twist.,Yes,Indian,General,Maggi
 Can you make my Maggi with a side of chopped green onions for added texture?,Yes,Indian,General,Maggi
" Please make my Maggi with a mix of different vegetables, like corn and capsicum.",Yes,Indian,General,Maggi
. Can you make my Maggi with a touch of sesame oil for an aromatic touch?,Yes,Indian,General,Maggi
 I'd like to order Chole Maggi with a sprinkle of crushed black pepper for some extra zing.,Yes,Indian,General,Maggi
 Can you make my Maggi with a side of chopped boiled potatoes?,Yes,Indian,General,Maggi
"Can I have a plate of Idli, please?",Yes,Indian,South india,Idli
"I'd like to order Idli, please.",Yes,Indian,South india,Idli
"May I have Idli, please?",Yes,Indian,South india,Idli
Can you bring me some Idli?,Yes,Indian,South india,Idli
I'm craving Idli. Can you please bring me a plate?,Yes,Indian,South india,Idli
I'd love to try your Idli. Please bring me a serving.,Yes,Indian,South india,Idli
"One order of Idli, please.",Yes,Indian,South india,Idli
"Can you make my Idli extra soft, please?",Yes,Indian,South india,Idli
I want to enjoy the authentic flavors of Chole Idli. Please bring me a plate.,Yes,Indian,South india,Idli
I'm in the mood for some Idli. Please bring me a plate.,Yes,Indian,South india,Idli
Please prepare my Idli with a side of coconut chutney.,Yes,Indian,South india,Idli
Can you make my Idli with a sprinkle of gunpowder (spicy powder)?,Yes,Indian,South india,Idli
I'd like to order Idli with a side of sambar (spicy lentil soup).,Yes,Indian,South india,Idli
Can you make my Idli with a touch of ghee (clarified butter) on top?,Yes,Indian,South india,Idli
I want to savor the flavors of Chole Idli. Please bring me a plate.,Yes,Indian,South india,Idli
"Can I have Idli without any added spice, please?",Yes,Indian,South india,Idli
Please make my Idli with a side of tomato chutney.,Yes,Indian,South india,Idli
Can you make my Idli with a dollop of yogurt for a creamy twist?,Yes,Indian,South india,Idli
I have dietary restrictions. Can you prepare a gluten-free version of Idli?,Yes,Indian,South india,Idli
"Please make my Idli with a variety of toppings, like grated carrots and cilantro.",Yes,Indian,South india,Idli
Can you make my Idli with a side of spicy podi (powder) for added flavor?,Yes,Indian,South india,Idli
I'd like to order Chole Idli with a sprinkle of chopped curry leaves.,Yes,Indian,South india,Idli
"Can you make my Idli with a mix of different lentils, like urad dal and moong dal?",Yes,Indian,South india,Idli
Please make my Idli with a side of onion-tomato chutney.,Yes,Indian,South india,Idli
Can you make my Idli with a touch of tamarind chutney for some tanginess?,Yes,Indian,South india,Idli
I'd like to order Idli with a sprinkle of sesame seeds for added crunch.,Yes,Indian,South india,Idli
"Can you make my Idli with a mix of different spices, like mustard seeds and cumin seeds?",Yes,Indian,South india,Idli
Please make my Idli with a side of mint chutney.,Yes,Indian,South india,Idli
"Can you make my Idli with a variety of sambar vegetables, like carrots and drumsticks?",Yes,Indian,South india,Idli
Please make my Idli with a touch of turmeric powder for a vibrant color.,Yes,Indian,South india,Idli
Can you make my Idli with a side of spicy tomato-onion chutney?,Yes,Indian,South india,Idli
I'd like to order Chole Idli with a sprinkle of grated coconut on top.,Yes,Indian,South india,Idli
"Can you make my Idli with a mix of different herbs, like coriander and curry leaves?",Yes,Indian,South india,Idli
Please make my Idli with a side of ginger chutney for a zesty kick.,Yes,Indian,South india,Idli
Can you make my Idli with a touch of asafoetida for a unique flavor?,Yes,Indian,South india,Idli
I'd like to order Idli with a sprinkle of black sesame seeds.,Yes,Indian,South india,Idli
Can you make my Idli with a side of tangy lemon pickle?,Yes,Indian,South india,Idli
"Please make my Idli with a mix of different flours, like rice flour and semolina.",Yes,Indian,South india,Idli
Can you make my Idli with a touch of fenugreek seeds for a slight bitterness?,Yes,Indian,South india,Idli
I'd like to order Chole Idli with a sprinkle of crushed black pepper for some extra spice.,Yes,Indian,South india,Idli
"Can I have a plate of Dhokla, please?",Yes,Indian,South india,Dhokla
"I'd like to order Dhokla, please.",Yes,Indian,South india,Dhokla
"May I have Dhokla, please?",Yes,Indian,South india,Dhokla
Can you bring me some Dhokla?,Yes,Indian,South india,Dhokla
I'm craving Dhokla. Can you please bring me a plate?,Yes,Indian,South india,Dhokla
I'd love to try your Dhokla. Please bring me a serving.,Yes,Indian,South india,Dhokla
"One order of Dhokla, please.",Yes,Indian,South india,Dhokla
"Can you make my Dhokla extra soft and spongy, please?",Yes,Indian,South india,Dhokla
I want to enjoy the authentic flavors of Chole Dhokla. Please bring me a plate.,Yes,Indian,South india,Dhokla
I'm in the mood for some Dhokla. Please bring me a plate.,Yes,Indian,South india,Dhokla
Please prepare my Dhokla with a side of green chutney.,Yes,Indian,South india,Dhokla
Can you make my Dhokla with a sprinkle of sesame seeds on top?,Yes,Indian,South india,Dhokla
I'd like to order Dhokla with a side of tangy tamarind chutney.,Yes,Indian,South india,Dhokla
Can you make my Dhokla with a touch of mustard seeds and curry leaves tempering?,Yes,Indian,South india,Dhokla
I want to savor the flavors of Chole Dhokla. Please bring me a plate.,Yes,Indian,South india,Dhokla
"Can I have Dhokla without any added spice, please?",Yes,Indian,South india,Dhokla
Please make my Dhokla with a side of coconut chutney.,Yes,Indian,South india,Dhokla
Can you make my Dhokla with a drizzle of sweet yogurt for a creamy twist?,Yes,Indian,South india,Dhokla
I have dietary restrictions. Can you prepare a gluten-free version of Dhokla?,Yes,Indian,South india,Dhokla
"Please make my Dhokla with a variety of toppings, like grated carrots and chopped cilantro.",Yes,Indian,South india,Dhokla
Can you make my Dhokla with a side of spicy green chili chutney?,Yes,Indian,South india,Dhokla
I'd like to order Chole Dhokla with a sprinkle of fresh grated coconut on top.,Yes,Indian,South india,Dhokla
"Can you make my Dhokla with a mix of different flours, like chickpea flour and rice flour?",Yes,Indian,South india,Dhokla
Please make my Dhokla with a side of tangy tomato chutney.,Yes,Indian,South india,Dhokla
Can you make my Dhokla with a touch of jaggery for a hint of sweetness?,Yes,Indian,South india,Dhokla
I'd like to order Dhokla with a sprinkle of crushed black pepper for some extra zing.,Yes,Indian,South india,Dhokla
"Can you make my Dhokla with a mix of different spices, like cumin and turmeric?",Yes,Indian,South india,Dhokla
Please make my Dhokla with a side of mint-coriander chutney.,Yes,Indian,South india,Dhokla
"Can you make my Dhokla with a variety of pickles, like mango pickle and lemon pickle?",Yes,Indian,South india,Dhokla
Please make my Dhokla with a touch of ginger for a refreshing flavor.,Yes,Indian,South india,Dhokla
Can you make my Dhokla with a side of spicy garlic chutney?,Yes,Indian,South india,Dhokla
I'd like to order Chole Dhokla with a sprinkle of chopped green chilies on top.,Yes,Indian,South india,Dhokla
"Can you make my Dhokla with a mix of different herbs, like fenugreek and mint?",Yes,Indian,South india,Dhokla
Please make my Dhokla with a side of tangy lemon pickle.,Yes,Indian,South india,Dhokla
Can you make my Dhokla with a touch of asafoetida for a unique aroma?,Yes,Indian,South india,Dhokla
I'd like to order Dhokla with a sprinkle of chaat masala for a tangy twist.,Yes,Indian,South india,Dhokla
Can you make my Dhokla with a side of grated beetroot for added color?,Yes,Indian,South india,Dhokla
"Please make my Dhokla with a mix of different lentils, like urad dal and moong dal",Yes,Indian,South india,Dhokla
"Can I have a serving of Kulfi, please?",Yes,Indian,General,kulfi
"I'd like to order Kulfi, please.",Yes,Indian,General,kulfi
"May I have Kulfi, please?",Yes,Indian,General,kulfi
Can you bring me some Kulfi?,Yes,Indian,General,kulfi
I'm craving Kulfi. Can you please bring me a serving?,Yes,Indian,General,kulfi
I'd love to try your Kulfi. Please bring me a scoop.,Yes,Indian,General,kulfi
"One order of Kulfi, please.",Yes,Indian,General,kulfi
"Can you make my Kulfi extra creamy, please?",Yes,Indian,General,kulfi
I want to enjoy the authentic flavors of Kulfi. Please bring me a serving.,Yes,Indian,General,kulfi
I'm in the mood for some Kulfi. Please bring me a cone.,Yes,Indian,General,kulfi
Please prepare my Kulfi with a sprinkle of chopped pistachios on top.,Yes,Indian,General,kulfi
Can you make my Kulfi with a touch of saffron for a rich aroma?,Yes,Indian,General,kulfi
I'd like to order Kulfi with a drizzle of rose syrup for a floral touch.,Yes,Indian,General,kulfi
Can you make my Kulfi with a side of falooda noodles?,Yes,Indian,General,kulfi
"Can I have Kulfi without any added nuts, please?",Yes,Indian,General,kulfi
Please make my Kulfi with a side of crunchy caramelized sugar shards.,Yes,Indian,General,kulfi
Can you make my Kulfi with a dollop of whipped cream on top?,Yes,Indian,General,kulfi
I have dietary restrictions. Can you prepare a sugar-free version of Kulfi?,Yes,Indian,General,kulfi
"Please make my Kulfi with a variety of flavors, like mango and cardamom.",Yes,Indian,General,kulfi
Can you make my Kulfi with a side of sweet vermicelli noodles?,Yes,Indian,General,kulfi
I'd like to order Kulfi with a sprinkle of grated khoya (milk solids) on top.,Yes,Indian,General,kulfi
"Can you make my Kulfi with a mix of different nuts, like almonds and cashews?",Yes,Indian,General,kulfi
Please make my Kulfi with a side of chocolate sauce for a decadent treat.,Yes,Indian,General,kulfi
Can you make my Kulfi with a touch of crushed rose petals for a romantic touch?,Yes,Indian,General,kulfi
I'd like to order Kulfi with a sprinkle of crushed pistachios.,Yes,Indian,General,kulfi
"Can you make my Kulfi with a mix of different spices, like cardamom and cinnamon?",Yes,Indian,General,kulfi
"Please make my Kulfi with a side of fresh fruits, like diced mangoes and berries.",Yes,Indian,General,kulfi
"Can you make my Kulfi with a variety of toppings, like chocolate sprinkles and caramel sauce?",Yes,Indian,General,kulfi
Please make my Kulfi with a touch of coconut flakes for a tropical flavor.,Yes,Indian,General,kulfi
Can you make my Kulfi with a side of chopped nuts for added crunch?,Yes,Indian,General,kulfi
I'd like to order Kulfi with a sprinkle of edible silver foil (varak) on top.,Yes,Indian,General,kulfi
"Can you make my Kulfi with a mix of different essences, like rose and almond?",Yes,Indian,General,kulfi
Please make my Kulfi with a side of jaggery syrup for a natural sweetness.,Yes,Indian,General,kulfi
Can you make my Kulfi with a touch of cardamom powder for a fragrant aroma?,Yes,Indian,General,kulfi
"I'd like to order Kulfi with a sprinkle of chopped dry fruits, like dates and figs.",Yes,Indian,General,kulfi
"Can you make my Kulfi with a side of caramelized nuts, like caramelized almonds?",Yes,Indian,General,kulfi
"Please make my Kulfi with a mix of different flavored syrups, like strawberry and mango.",Yes,Indian,General,kulfi
Can you make my Kulfi with a touch of condensed milk for extra creaminess.,Yes,Indian,General,kulfi
I'd like to order Kulfi with a sprinkle of chocolate shavings on top.,Yes,Indian,General,kulfi
"Can you make my Kulfi with a mix of different fruit purees, like mango and pineapple.",Yes,Indian,General,kulfi
"Can I have a Shawarma wrap, please?",Yes,Indian,General,shawarma
"I'd like to order Shawarma, please.",Yes,Indian,General,shawarma
"May I have a chicken Shawarma, please?",Yes,Indian,General,shawarma
Can you bring me a Shawarma sandwich?,Yes,Indian,General,shawarma
I'm craving Shawarma. Can you please prepare one for me?,Yes,Indian,General,shawarma
I'd love to try your Shawarma. Please make it spicy.,Yes,Indian,General,shawarma
"One order of Shawarma, please.",Yes,Indian,General,shawarma
Can you make my Shawarma with extra garlic sauce?,Yes,Indian,General,shawarma
I want to enjoy the authentic flavors of Shawarma. Please make it just the way you do.,Yes,Indian,General,shawarma
I'm in the mood for some Shawarma. Please bring me a plate.,Yes,Indian,General,shawarma
Please prepare my Shawarma with a side of pickles.,Yes,Indian,General,shawarma
Can you make my Shawarma with a drizzle of tahini sauce?,Yes,Indian,General,shawarma
"I'd like to order a beef Shawarma, please.",Yes,Indian,General,shawarma
Can you make my Shawarma with a mix of chicken and beef?,Yes,Indian,General,shawarma
"I want my Shawarma with a variety of fresh veggies, like lettuce, tomatoes, and cucumbers.",Yes,Indian,General,shawarma
Please make my Shawarma with a side of hummus.,Yes,Indian,General,shawarma
Can you make my Shawarma with a touch of spicy chili sauce?,Yes,Indian,General,shawarma
"I'd like to order a lamb Shawarma, please.",Yes,Indian,General,shawarma
Can you make my Shawarma with a sprinkle of sumac for an extra tangy flavor?,Yes,Indian,General,shawarma
Please make my Shawarma with a side of garlic yogurt sauce.,Yes,Indian,General,shawarma
"Can you make my Shawarma with a mix of different spices, like cumin and paprika?",Yes,Indian,General,shawarma
"I want my Shawarma with a variety of toppings, like onions and parsley.",Yes,Indian,General,shawarma
Please make my Shawarma with a side of grilled vegetables.,Yes,Indian,General,shawarma
Can you make my Shawarma with a drizzle of pomegranate molasses for a sweet and tangy taste?,Yes,Indian,General,shawarma
"I'd like to order a falafel Shawarma, please.",Yes,Indian,General,shawarma
Can you make my Shawarma with a touch of mint yogurt sauce?,Yes,Indian,General,shawarma
Please make my Shawarma with a side of tabbouleh salad.,Yes,Indian,General,shawarma
Can you make my Shawarma with a sprinkle of toasted pine nuts on top?,Yes,Indian,General,shawarma
"I want my Shawarma with a variety of sauces, like garlic, chili, and tahini.",Yes,Indian,General,shawarma
Please make my Shawarma with a side of grilled halloumi cheese.,Yes,Indian,General,shawarma
"Can you make my Shawarma with a mix of different herbs, like parsley and cilantro?",Yes,Indian,General,shawarma
"I'd like to order a vegetarian Shawarma, please.",Yes,Indian,General,shawarma
Can you make my Shawarma with a drizzle of lemon tahini sauce?,Yes,Indian,General,shawarma
Please make my Shawarma with a side of grilled eggplant.,Yes,Indian,General,shawarma
Can you make my Shawarma with a touch of spicy harissa sauce?,Yes,Indian,General,shawarma
"I want my Shawarma with a variety of toppings, like olives and feta cheese.",Yes,Indian,General,shawarma
Please make my Shawarma with a side of stuffed grape leaves.,Yes,Indian,General,shawarma
Can you make my Shawarma with a sprinkle of sumac onions on top?,Yes,Indian,General,shawarma
"I'd like to order a chicken Shawarma wrap, please.",Yes,Indian,General,shawarma
"Can you make my Shawarma with a mix of different spices, like turmeric and coriander?",Yes,Indian,General,shawarma
Please make my Shawarma with a side of garlic aioli sauce.,Yes,Indian,General,shawarma
Can you make my Shawarma with a drizzle of tzatziki sauce?,Yes,Indian,General,shawarma
"I want my Shawarma with a variety of veggies, like roasted bell peppers and zucchini.",Yes,Indian,General,shawarma
Please make my Shawarma with a side of baba ganoush.,Yes,Indian,General,shawarma
"Can I have a basket of Jalebi, please?",Yes,Indian,General,Jalebi
"I'd like to order Jalebi, please.",Yes,Indian,General,Jalebi
"May I have Jalebi, please?",Yes,Indian,General,Jalebi
Can you bring me some Jalebi?,Yes,Indian,General,Jalebi
I'm craving Jalebi. Can you please bring me a serving?,Yes,Indian,General,Jalebi
I'd love to try your Jalebi. Please bring me a basket.,Yes,Indian,General,Jalebi
"One order of Jalebi, please.",Yes,Indian,General,Jalebi
"Can you make my Jalebi extra crispy, please?",Yes,Indian,General,Jalebi
I want to enjoy the authentic flavors of Jalebi. Please bring me a serving.,Yes,Indian,General,Jalebi
I'm in the mood for some Jalebi. Please bring me a plateful.,Yes,Indian,General,Jalebi
Please prepare my Jalebi with a sprinkle of powdered sugar on top.,Yes,Indian,General,Jalebi
Can you make my Jalebi with a touch of cardamom for a fragrant aroma?,Yes,Indian,General,Jalebi
I'd like to order Jalebi with a side of rabri (sweet condensed milk).,Yes,Indian,General,Jalebi
Can you make my Jalebi with a drizzle of saffron syrup for an extra indulgence?,Yes,Indian,General,Jalebi
I want to savor the flavors of Jalebi. Please bring me a serving.,Yes,Indian,General,Jalebi
"Can I have Jalebi without any added nuts, please?",Yes,Indian,General,Jalebi
Please make my Jalebi with a side of thickened milk (khoya) for a creamy accompaniment.,Yes,Indian,General,Jalebi
Can you make my Jalebi with a dusting of rose petals for a floral touch?,Yes,Indian,General,Jalebi
I'd like to order Jalebi with a sprinkle of crushed pistachios.,Yes,Indian,General,Jalebi
"Can you make my Jalebi with a mix of different spices, like cardamom and cinnamon?",Yes,Indian,General,Jalebi
Please make my Jalebi with a side of warm milk for dipping.,Yes,Indian,General,Jalebi
Can you make my Jalebi with a touch of saffron for a vibrant color?,Yes,Indian,General,Jalebi
I'd like to order Jalebi with a side of clarified butter (ghee) for added richness.,Yes,Indian,General,Jalebi
Can you make my Jalebi with a drizzle of honey for a sweet twist?,Yes,Indian,General,Jalebi
Please make my Jalebi with a hint of orange blossom water for a refreshing flavor.,Yes,Indian,General,Jalebi
Can I have Jalebi with a side of mango puree for a tropical twist?,Yes,Indian,General,Jalebi
Please make my Jalebi with a sprinkle of edible silver foil (varak) on top.,Yes,Indian,General,Jalebi
Can you make my Jalebi with a touch of coconut for a tropical twist?,Yes,Indian,General,Jalebi
I'd like to order Jalebi with a side of sweet yogurt for a creamy combination.,Yes,Indian,General,Jalebi
"Can you make my Jalebi with a mix of different essences, like rose and almond?",Yes,Indian,General,Jalebi
Please make my Jalebi with a side of pistachio ice cream for a delightful contrast.,Yes,Indian,General,Jalebi
Can you make my Jalebi with a drizzle of chocolate sauce for a decadent treat?,Yes,Indian,General,Jalebi
I'd like to order Jalebi with a sprinkle of crushed cashews for added crunch.,Yes,Indian,General,Jalebi
Please make my Jalebi with a side of strawberry compote for a fruity touch.,Yes,Indian,General,Jalebi
Can you make my Jalebi with a touch of cinnamon sugar for a warm and comforting taste?,Yes,Indian,General,Jalebi
I want my Jalebi with a side of caramel sauce for a sweet indulgence.,Yes,Indian,General,Jalebi
Please make my Jalebi with a sprinkle of desiccated coconut on top.,Yes,Indian,General,Jalebi
"Can you make my Jalebi with a mix of different spices, like nutmeg and clove?",Yes,Indian,General,Jalebi
"Can I have a plate of Jalebi, please?",Yes,Indian,North India,paneer tikka masala
"I'd like to order Jalebi, please.",Yes,Indian,North India,paneer tikka masala
"May I have Jalebi, please?",Yes,Indian,North India,paneer tikka masala
Can you bring me some Jalebi?,Yes,Indian,North India,paneer tikka masala
I'm craving Jalebi. Can you please bring me a serving?,Yes,Indian,North India,paneer tikka masala
I'd love to try your Jalebi. Please bring me a plate.,Yes,Indian,North India,paneer tikka masala
"One order of Jalebi, please.",Yes,Indian,North India,paneer tikka masala
"Can you make my Jalebi extra crispy, please?",Yes,Indian,North India,paneer tikka masala
I want to enjoy the authentic flavors of Jalebi. Please bring me a serving.,Yes,Indian,North India,paneer tikka masala
I'm in the mood for some Jalebi. Please bring me a basket.,Yes,Indian,North India,paneer tikka masala
Please prepare my Jalebi with a sprinkle of powdered sugar on top.,Yes,Indian,North India,paneer tikka masala
Can you make my Jalebi with a touch of cardamom for a fragrant aroma?,Yes,Indian,North India,paneer tikka masala
I'd like to order Jalebi with a side of rabri (sweet condensed milk).,Yes,Indian,North India,paneer tikka masala
Can you make my Jalebi with a drizzle of saffron syrup for an extra indulgence?,Yes,Indian,North India,paneer tikka masala
I want to savor the flavors of Jalebi. Please bring me a serving.,Yes,Indian,North India,paneer tikka masala
"Can I have Jalebi without any added nuts, please?",Yes,Indian,North India,paneer tikka masala
Please make my Jalebi with a side of thickened milk (khoya) for a creamy accompaniment.,Yes,Indian,North India,paneer tikka masala
Can you make my Jalebi with a dusting of rose petals for a floral touch?,Yes,Indian,North India,paneer tikka masala
I'd like to order Jalebi with a sprinkle of crushed pistachios.,Yes,Indian,North India,paneer tikka masala
"Can you make my Jalebi with a mix of different spices, like cardamom and cinnamon?",Yes,Indian,North India,paneer tikka masala
Please make my Jalebi with a side of warm milk for dipping.,Yes,Indian,North India,paneer tikka masala
Can you make my Jalebi with a touch of saffron for a vibrant color?,Yes,Indian,North India,paneer tikka masala
I'd like to order Jalebi with a side of clarified butter (ghee) for added richness.,Yes,Indian,North India,paneer tikka masala
Can you make my Jalebi with a drizzle of honey for a sweet twist?,Yes,Indian,North India,paneer tikka masala
Please make my Jalebi with a hint of orange blossom water for a refreshing flavor.,Yes,Indian,North India,paneer tikka masala
Can I have Jalebi with a side of mango puree for a tropical twist?,Yes,Indian,North India,paneer tikka masala
Please make my Jalebi with a sprinkle of edible silver foil (varak) on top.,Yes,Indian,North India,paneer tikka masala
Can you make my Jalebi with a touch of coconut for a tropical twist?,Yes,Indian,North India,paneer tikka masala
I'd like to order Jalebi with a side of sweet yogurt for a creamy combination.,Yes,Indian,North India,paneer tikka masala
"Can you make my Jalebi with a mix of different essences, like rose and almond?",Yes,Indian,North India,paneer tikka masala
Please make my Jalebi with a side of pistachio ice cream for a delightful contrast.,Yes,Indian,North India,paneer tikka masala
Can you make my Jalebi with a drizzle of chocolate sauce for a decadent treat?,Yes,Indian,North India,paneer tikka masala
I'd like to order Jalebi with a sprinkle of crushed cashews for added crunch.,Yes,Indian,North India,paneer tikka masala
Please make my Jalebi with a side of strawberry compote for a fruity touch.,Yes,Indian,North India,paneer tikka masala
Can you make my Jalebi with a touch of cinnamon sugar for a warm and comforting taste?,Yes,Indian,North India,paneer tikka masala
I want my Jalebi with a side of caramel sauce for a sweet indulgence.,Yes,Indian,North India,paneer tikka masala
Please make my Jalebi with a sprinkle of desiccated coconut on top.,Yes,Indian,North India,paneer tikka masala
"Can you make my Jalebi with a mix of different spices, like nutmeg and clove?",Yes,Indian,North India,paneer tikka masala
